sensor0,sensor1,sensor2,target
298.71330162512277,300.9260048516097,298.75075730390347,199.99999999994745
300.4115228626785,297.86424896055433,299.8462851481376,200.00000018058986
998.5714728895414,997.6702603580002,996.3488639888241,200.00001097966646
967.3166790084232,969.1829024483668,968.296869714293,199.99999905825842
941.4453241838071,944.6233487444708,944.465583510518,199.9999724492959
923.7360631898194,925.3507891920474,923.4559506688361,200.00000002197848
905.8930101857875,908.4556780347266,909.1465406879755,199.99996555988065
898.180732355514,895.717975973626,895.2503213159644,200.0000251643447
884.1665295704398,886.8117693385542,885.5187427757539,199.99999752750446
879.3065996557,877.4604541692225,876.778896004403,200.00001615022092
873.519331894793,875.2296787788242,876.4575562172537,199.99997463383295
869.0472492224941,865.8370521925261,867.5629172458799,200.0000032703417
863.6264681193626,862.1687378802455,868.8319048627212,199.99985895051012
859.4548178605803,860.6459272518849,856.8458198404429,200.0000177591121
852.1852535573717,859.2316237920546,853.1254290865571,199.9999991689506
857.601215137387,858.7487824537905,851.7159565198646,200.00020384340058
854.5870892650412,858.1652712470759,857.6236656269103,199.99997200034883
852.5558270533581,849.8351871097368,853.6551567514371,199.9999986714317
852.5586049627846,850.9523693046882,854.8235239679925,199.9999883812869
851.2657585428212,851.4538569915868,850.9517358083388,200.00000003096588
849.7795694506976,842.9376297126598,849.3264186226821,200.00000009305256
853.5351217129836,852.0343306719922,851.3597699327975,200.0000102941026
845.9590691952682,851.2791732709683,848.4565003419434,199.99998442311653
847.4865671996112,851.8531789624012,850.0882659011801,199.99998238952782
846.1101708662325,846.1970014575276,852.9086326930952,199.99968578132712
848.8346293607397,847.6789050947336,850.293647113346,199.99999689414105
848.1243709808842,845.3638130183385,848.0940081339754,200.000000000028
848.4194276320992,848.5826746561228,846.1966525281491,200.00001098212977
850.4905408593327,845.5562509921623,846.0766913610083,200.0000859909134
845.7023123515006,846.7003816867839,845.7309431258192,199.99999999997652
841.4020169494672,844.2111061118972,846.0420823554372,199.99990009843145
845.2478335075849,845.3212953844142,849.2995991657741,199.99993348295348
844.7564556491049,846.049053484533,841.973109442849,200.0000215626279
841.3496963074178,845.3768991761215,848.1869990049775,199.99968036493146
845.1077537512867,845.679635403728,846.5076074170504,199.99999725686035
843.6053150929221,844.1433209463,847.4138999428098,199.9999447552635
843.8311663378354,847.3417516690021,847.1955661760592,199.99996191773155
846.762509292374,845.349099803687,845.451123861633,200.00000225523115
846.7104546528074,842.1771827749557,844.8357324538237,200.00000658886736
846.3674901179515,848.2717131098209,844.5338160031229,200.00000616547388
849.0557539800654,850.0601716216024,845.9620629229026,200.00002960948308
843.7471556021977,843.854689694114,843.5366536246693,200.00000000932758
846.9341934269445,844.3965993268671,842.9071203634793,200.0000653083223
846.2731165399816,848.2970507659024,847.0685413254298,199.99999949673426
846.4422843050971,848.8416130749125,849.4853683567204,199.9999718199445
847.4773900486463,844.1852781478578,847.2777736920316,200.00000000795404
845.4716597492215,844.7178756124158,847.5011183148305,199.9999916412648
848.8420737102015,847.9611712069712,847.3978241419035,200.0000030124978
847.7681736829005,848.4959890760297,847.9249627473505,199.99999999614568
848.4150138809351,843.0017088437321,846.5939767956531,200.0000060388796
846.4361416585571,845.5248577636826,844.9094489975082,200.00000355840072
846.510768541314,845.9574230974432,848.136790537605,199.99999570088315
845.6383046186155,848.2752761908387,846.3306463294756,199.99999966813496
848.227362132486,846.7021180952873,849.5291036728694,199.99999779415856
843.1575136272897,842.7465510939281,847.5790208371565,199.9999135607455
839.766789838022,843.7882758777929,844.2611466405893,199.9999092173945
845.4536027219275,843.0069057576449,845.7550039480494,199.9999999726199
844.9917660418942,844.7111306219114,844.5614408168578,200.00000007968754
844.0238103989601,845.8473537939803,842.5779879952953,200.00000302235065
846.9792789404602,841.7850138255558,845.0954147522857,200.00000668572903
843.9170826388624,846.53124551319,844.5136146167387,199.99999978772385
847.4147023674577,846.7441979231709,845.3682339705504,200.00000857067698
848.1104490068385,845.971036985233,845.1910276066238,200.0000248822908
843.0225800538649,842.646942038021,840.5077871516602,200.00001590401138
841.6358527505832,848.2150176312052,844.9786469295694,199.9999626467055
849.5048898121038,845.2066344642606,844.0856560769021,200.00015915256725
848.8763353542244,845.9693086477381,842.58000630369,200.0002496101547
846.1974313729208,848.2583786521591,845.0055669614895,200.000001693092
845.3284208906666,848.411460976114,846.7996420140713,199.99999681555425
849.4165381661232,849.4176668561496,846.8912092444893,200.00001610474519
848.4203522761408,846.5907558643032,845.9937938914718,200.00001428802614
848.4150604877607,845.7374794929945,845.5343925399841,200.00002390449654
846.7800264866431,848.9577429134855,845.5477357783465,200.00000187128322
847.6143407991655,847.1172260500801,845.4952373053897,200.00000951604534
848.1934709008309,843.5474116466115,848.0427070149415,200.00000000342683
844.4591648880902,845.6933892592807,845.7687118193408,199.99999775424072
846.6508156492195,848.3658938961366,850.2701121549251,199.99995258972325
853.3094454677026,846.86569800581,847.9673668190222,200.00015245119496
846.9475739416732,850.2416574522564,845.8593130718201,200.0000012888401
851.0179027016608,849.1876188017504,848.9914185198335,200.00000832203722
847.5434106184922,846.5399397622862,846.3183805756556,200.0000018384009
846.8615210176775,843.9393511620628,844.5873550729499,200.00001176160134
845.4324822954895,845.4657845554212,845.8288511406977,199.99999993772718
842.9211787295297,843.5503333271051,846.5765504443149,199.99995115786487
845.6323546776729,840.5575610555521,843.6728982575721,200.0000075232731
847.5009145783506,840.8905674760671,843.2322722904023,200.00007778024153
845.7685768488191,845.0388745903173,846.822234327121,199.9999988302357
846.9313732352933,847.3705871540952,842.0198756629173,200.00011847911492
845.4170965400665,843.6098523341337,844.596799405292,200.0000005519676
844.2710854752157,844.6630540218953,843.965072980974,200.00000002865613
845.725011294452,847.8634389027094,845.2340409584754,200.0000001183493
847.362071052478,846.6584928875133,847.1131221517904,200.00000001542875
849.2667004393663,844.1311760529284,848.0998619164789,200.00000158866482
847.1133238995465,844.4932775980859,846.7617217416167,200.00000004346649
845.8429944253311,849.0818540845332,845.5458750248248,200.00000002622969
841.0690573790639,849.9227072782201,850.6292848102727,199.99912621482525
848.380766994589,847.8064582713598,842.7556494786104,200.0001779896707
849.4930352156974,847.7983188942953,844.1553669309694,200.0001520739203
850.4395948728948,844.8620662863628,846.0465134120642,200.00008478280276
845.7119863647071,851.3326821944853,847.091312807293,199.99999737577429
850.1494727229918,844.634568347201,848.9587954180539,200.00000168803803
847.949169324523,848.5868794735457,845.315538620893,200.0000182668907
843.7101220463559,845.7134558270346,847.3178391152837,199.99995304331674
851.9004459716286,847.567441476912,846.9599911561919,200.00012058708447
846.2651583877908,847.4936506042932,844.7385580064285,200.00000355775552
843.1325121278504,847.3905960563908,843.3293145908264,199.9999999923776
850.8320545220248,845.9922541724695,841.508795079329,200.00081040723413
845.174111510778,840.5457714732465,846.5845539889308,199.9999971941391
841.8316150488264,850.6224473158363,846.8013199938584,199.9998772583901
841.0674125520256,843.3599017957616,843.841635022696,199.999978648723
846.3066621087335,848.2097495593769,844.117514988494,200.00001049119228
843.0192790516883,846.4751988488049,844.2920640597578,199.99999793811162
846.7073659352674,845.7774867424864,846.4827483320311,200.00000001133265
844.9858094002535,844.947344510909,846.4838001762632,199.9999966385441
845.0015991524749,845.9565507769609,843.8051680536506,200.00000171262815
845.0073025754833,845.0927415781224,845.8171938130096,199.99999946877304
842.4508827546317,847.3748455508586,847.581698126845,199.99986492991857
848.2598696993837,846.7068357031934,846.9061333720427,200.00000248085996
841.0300597927371,843.8588509170828,845.1539008911302,199.99992986968857
839.6863761459366,848.5492459105325,846.5640201409958,199.99967467377368
847.8519462599603,846.7026310157422,847.3285347093446,200.00000014339363
847.2282248909669,847.1832372596848,846.889739618048,200.00000003878102
850.1763107491184,847.087867064897,846.0854077020729,200.0000684632578
848.0442184430341,847.4793321231748,844.3700589966485,200.00004959912306
848.7587182052547,847.128303425987,845.3167303102039,200.00004077819665
845.8798303801228,844.4970117923427,847.8412779450259,199.99999245376878
848.7014548249424,848.9549691713072,847.3037783442866,200.00000273036036
845.0339587845594,849.3733854022478,846.9454315093485,199.99999301599863
846.0795925168131,842.3336939873051,845.2606498335758,200.00000054923794
848.8834877534103,847.8723374440522,847.5348032738785,200.0000024531894
849.7321908397228,848.0859369959628,846.4461255011405,200.00003548367422
846.9070301790215,851.3881940785528,844.6842851022067,200.0000109816847
844.0415766403094,843.5384106320708,845.988480449406,199.99999262038875
844.4879241779545,847.8558938105057,847.28317163919,199.99997815959009
843.5220574625741,845.6977449342008,848.2478446274412,199.99989445869124
845.9867625206076,848.5936059318361,843.5012320197029,200.0000153552641
840.9466406508728,846.5147572260923,844.6635969782069,199.9999486474073
846.8446995692417,845.775999345249,847.5160175431005,199.99999969745858
847.2735448611243,842.2193403365649,846.6889506781382,200.00000019978526
846.2229022602486,841.5320799879486,838.1137526385063,200.0005332439551
845.0640408476748,847.3440663191727,850.2236490828714,199.99986264319455
845.3957909738707,846.6679480110759,845.916553428563,199.99999985877258
846.2024364719884,843.4916797054775,844.956839903218,200.00000193255656
846.6839781070069,844.3682557081903,848.8152015127305,199.99999031974204
842.4967330171119,843.4504573777111,844.6333968344194,199.99999024541972
846.06156543684,848.2337353529001,844.270535024738,200.00000574524933
847.4709344113444,846.942430916717,850.3406395766488,199.99997636738183
845.0452417094886,848.9544378619502,849.0781060952011,199.99993440951317
849.5474929861879,847.3715393375693,850.0065601797485,199.99999990325495
844.7969157646186,848.4677486105978,849.7371947624241,199.9998794257892
845.4634922243075,855.675015692726,846.912129512257,199.99999695996223
846.8626007847489,847.7330964938633,846.3915219380762,200.0000001045396
842.9134571791336,846.0199557806031,847.0753595703893,199.99992790989276
848.5231538689965,846.7635723297852,846.4627154260954,200.0000087473989
845.8100660704149,846.3735521574147,851.8928276865357,199.99977493788785
848.7601916784156,843.3307512707262,847.5565676293887,200.00000174370322
848.825399607461,849.3435168089298,848.180100357401,200.00000026870978
848.7199558344804,841.3845996189901,844.3155585278233,200.0000854396509
846.0497598880298,844.3708612741125,843.8163630999924,200.00001114031988
844.3870533945151,844.4046248971948,847.7429855724858,199.99996220454952
841.5998555284973,844.7016960576998,844.6437939030166,199.99997179620382
843.4103462260099,845.5173818688135,845.1502589983704,199.99999473276824
844.2403077863993,849.3802258437465,846.9640616086715,199.99997979292013
841.0766598616591,844.465644211029,848.3747058554459,199.99961129530337
847.1536616463371,848.0285493809023,848.6199182650626,199.99999684768247
848.1839467138811,840.9976138206549,841.658057664987,200.00027791952402
849.0486412212875,843.8036941626734,843.9358250282799,200.00013365356276
842.5278848109527,844.2541255720183,847.1352053682182,199.99990219855107
845.9997800300699,844.7553906698209,845.9869517077918,200.0000000000021
845.7814904039375,846.0698623558864,845.0940312771585,200.00000032489322
842.5266982602276,842.5802491521814,846.2496248821767,199.9999483995571
848.0153799469375,848.7164473111332,850.0392299680195,199.99999171037325
848.1920807254232,847.768331300678,848.4908501878436,199.9999999733309
849.0673736258749,847.7332027734819,850.2012831470836,199.99999854207493
846.7597029341066,843.9961000378369,849.1011649209901,199.9999871630652
848.7652444385839,849.8535792297877,848.1271039657029,200.00000025986566
849.5532864616973,848.5889573862547,850.2643131097119,199.99999964053416
847.0473571282672,847.978295893675,845.1057199283041,200.0000073198849
846.7521512996491,852.4633632604063,846.4748914014245,200.0000000213138
846.1448941265775,848.6454083603217,848.3286140854818,199.99998958664125
845.1337092104363,844.7665856762399,847.1694316971191,199.999991563628
846.0395200206362,845.9921216324433,848.3233775017136,199.99998808738798
848.935507106327,846.763671637581,844.6544335709176,200.00007846176314
846.0936281327981,847.7722044375611,847.3929843218749,199.9999978062625
842.9005057402986,845.8168032879533,842.3221783613619,200.00000019342886
846.5717308246799,841.3611921367881,844.1800185762676,200.00001368128162
842.6061893044724,849.5913984306688,840.5857065180328,200.0000082483193
845.4351410277027,843.6510582154982,844.0622183746323,200.0000025878447
845.6859789660601,846.9057837819237,844.2655415201399,200.00000286593502
845.9671487710368,845.500752912359,844.2127760184428,200.00000539965012
848.30239554438,845.0746200160602,843.955338172682,200.00008214594232
847.2711189605063,839.3888457512447,847.8194133100025,199.99999983516807
846.3227092822824,849.2214141918047,848.060915060929,199.99999474825574
845.6134353694948,842.9403375415452,846.4715940495798,199.99999936802078
842.6410198957628,843.1081686278332,846.8599156364075,199.99992490753183
840.9257504479048,845.5052319661792,844.6780566697963,199.9999471682714
850.3836767365933,846.644909595181,845.0385773260274,200.00015270995897
849.5462648769098,845.7502697539801,846.1574217445082,200.00003891834808
844.7167295787558,847.3040055985653,849.7483091816131,199.99987261653922
847.9759574424295,850.7994449136805,848.1644747991481,199.99999999330032
845.9900003879367,849.8595228607468,845.7911866884031,200.0000000078585
848.1366429067032,848.0704226280616,849.2071055837315,199.99999877336717
843.6925035453415,845.8850385314454,848.6006375554998,199.99988176413413
845.5719462444534,844.70251739284,846.9871625592058,199.9999971655521
847.7987593475848,847.2897594632769,846.8284520725484,200.00000091354062
