sensor0,sensor1,sensor2,target
833.4339088723736,300.9260048516097,298.75075730390347,520.8098909410821
837.8374466436888,297.86424896055433,299.8462851481376,522.7946968973308
841.9040469919464,301.01896116212396,300.2196001347595,525.0106681143121
842.7421022572591,301.65545622924265,301.1243403036609,524.970657172159
843.3793366145962,301.1109975181218,846.3938731630998,198.19127807089788
848.1283230435623,302.52407746522675,847.7811701058054,200.20829176265417
845.3950727944941,301.426367445563,848.5880776094034,198.08419711105444
849.7745559127725,300.9015740410764,846.7503381968153,201.81453062957434
845.4101238491007,301.2445410674383,846.6751076390408,199.24100972603597
848.2855871816407,300.2352952590212,845.6640487196681,201.57292307718356
848.6846508848281,302.5066093043906,851.5355280027175,198.28947372926638
849.1639968322958,299.90052392709555,847.5932757798264,200.9424326314816
847.7056937412405,300.0716626696982,852.8316054862179,196.92445295301354
846.7065581666311,301.04571193595126,844.022218254362,201.61060394736148
841.976189674349,301.7189927824727,842.8475733518982,199.47716979347052
849.4260007638842,302.6458832222703,843.4779361186638,203.56883878713222
848.0312029168398,303.2407299269221,851.0114300975953,198.2118636915467
847.2591091471584,298.9671735073374,848.3081568399989,199.3705713842957
848.2263219362694,299.8894334841716,850.4467063830939,198.6677693319053
847.6414702955042,300.08539579411325,847.2882713054113,200.21191939405574
846.685535885995,295.4330725646601,846.198110027885,200.292455514866
850.8357898512811,301.07682852789594,848.6306251586349,201.32309881558774
843.5606757016438,300.963972358853,846.0322364627272,198.51706354335002
845.3213345692114,301.60890637717785,847.9007091846016,198.45237523076588
844.1465693688756,298.626020636319,850.9257922329979,195.93246628152662
847.0623548926789,299.79016146283595,848.5049523935019,199.13444149950618
300.34881063316357,298.74401708634196,846.5107435756775,-127.69715976550833
847.0632200174372,300.9079623008698,844.8261221986413,201.34225869127752
849.3709023030228,299.4281969791821,844.9493896049092,202.65290761886814
844.9063134015835,300.3519469881419,844.931951728188,199.9846170040373
840.9865609790105,299.1342857423877,845.6278734109146,197.21521254085752
845.2732471640506,299.9719087220817,849.329763031038,197.56609047980754
845.2613834471094,300.5431213589351,842.4855094904823,201.6655243739763
842.3452869306199,300.25123177218427,849.1920612210075,195.8919354257674
846.574074345016,300.47381593028683,847.9847783663192,199.15357758721808
628.5077340187516,299.57459013106717,849.3131197960008,67.51676853365049
846.0535912318388,301.3773809541867,849.4352604354775,197.97099847781678
849.2289951483597,300.1168384617762,847.934907843775,200.7764523827508
849.3142204069144,298.9371345657923,847.4564381407937,201.1146693596724
848.990006810421,303.7487406356534,847.1729058526715,201.0902605746497
851.3254929945242,304.46302936456243,848.2476860228893,201.84668418298094
845.5588266746231,300.0669471266266,845.363673553252,200.11709187282264
848.2065442299618,299.2008225822258,844.1940404018183,202.4075022968861
846.9539123508986,300.78194942025306,847.7631001717897,199.51448730746534
846.5108605390529,300.95612731161634,849.5667262506311,198.16648057305312
846.9468717667924,298.14355997236044,846.7589927444006,200.11272741343504
844.3883017418319,298.39057444643424,846.4284588219484,198.7759057519301
847.283331579781,300.2604086638792,845.8487815841783,200.86072999736166
300.1807508591395,300.6038447463358,846.0032093529579,-127.49347509629104
846.2374820936967,297.48869998777053,844.419688405206,201.09067621309444
844.1509761267777,299.0758937349057,842.6318900886882,200.91145162285366
844.3303047446849,299.4823182975891,845.9666923401046,199.01816744274817
843.763372589653,301.0100493134748,844.4685550537508,199.57689052154132
846.8433933143551,300.29046857802786,848.159873847998,199.21011167981425
842.417215192615,298.18894552463775,846.8547396471156,197.33748532729965
839.7789685220298,298.98371793716836,844.2901475956811,197.29329255580922
846.2767049711022,298.6986218550053,846.5952194230294,199.80889132884363
846.6320144433108,299.82834639973834,846.2185715858016,200.24806571450557
846.432478771735,300.58943905185976,845.0029385077509,200.85772415839045
850.0545022303485,298.28397408236793,848.1860658239266,201.12106184385314
847.510741446281,303.3457012540128,848.1217740240428,199.63338045334294
850.909977553475,303.28937067006035,848.8764959461386,201.22008896440184
851.3255724667944,302.1380925056911,848.4180413542974,201.74451866749817
845.7879772924682,299.0059858037144,843.2839979472527,201.5023876071293
843.8056319816873,301.6181600302586,847.1582849224768,197.98840823552626
850.965821896953,299.685910290139,845.5551982199164,203.24637420622196
301.6231636641484,299.933230538377,843.2658950428194,-124.98563882720259
846.0672557770147,301.06692882662554,844.8765221192394,200.71444019466514
844.405211144896,300.9697296738953,845.8820484843299,199.1138975963397
847.8277347776083,301.39039101889676,845.3111006034177,201.50998050451435
846.3475645226921,299.61449861346966,843.9322743882233,201.4491740806813
846.0443930889187,299.02554678453174,843.1769824741057,201.72044636888782
844.3207216426542,300.84978629604313,843.1029745467777,200.73064825752596
845.2771542452391,299.78010063638465,843.1733707994613,201.2622700674667
846.17625732386,297.7531318789264,846.0409964035017,200.08115655221496
842.9366969642784,299.0939865334584,844.2615662019847,199.20507845737626
845.7608506974135,300.7804805906332,849.3950064530426,197.81950654662256
853.1456416760408,300.0729237433948,847.8178124232692,203.19669755166296
847.5551907432344,302.22181156757875,846.4801639035397,200.64501610381683
852.3909966328669,301.806133275911,850.376710554763,201.2085716468623
849.6260265414228,300.4889015829355,848.4121213259841,200.7283431292632
302.1809588309739,300.4993412427813,847.2874728122296,-127.06390838875336
848.5843767317538,302.4229935232875,848.9953391174122,199.75342256860495
846.2536502599193,301.26746166175053,849.9259782478016,197.7966032072706
849.024362129455,299.20685025744547,847.082929310684,201.1648596912626
850.8311478555559,298.849662312522,846.5815441388419,202.5497622300284
848.9163857456215,300.49080782714657,849.9899440578922,199.35586501263757
849.7820655556022,301.47457454062095,844.8905875752979,202.9348867881826
847.8686018295588,299.1874522690003,847.0682828144307,200.4801914090768
846.2381934144655,299.6605007699729,845.9516498179805,200.171926157891
847.1475513640326,301.35175048988197,846.6752331178114,200.28339094773267
848.2055687414526,300.4621373867537,847.9742346151696,200.13880047576976
849.5248256189492,298.79519690546255,848.3744046924452,200.69025255590242
846.8081847725382,298.8111607960541,846.4717160474,200.2018812350829
845.0247825436721,301.298885227412,844.7414698318817,200.16998762707428
839.8145281456154,301.6335024655303,849.3871212227843,194.25644415369865
846.7883052109354,300.28382681036175,841.1744860126837,203.36829151895103
847.6774228909907,300.20149448826794,842.3498611927843,203.19653701892383
848.5257400372425,298.4634700406931,844.1415967624444,202.6304859648789
843.8281326640944,302.24217834999575,845.215211989148,199.16775240496784
848.4195970476145,298.4129461933136,847.2357343554017,200.71031761532765
846.4864070518494,300.81848457839817,843.8587076831777,201.57661962120298
842.609953613498,299.2931031980744,846.2226952930619,197.83235499226166
851.235225313002,300.5442488203793,846.2991540719136,202.9616427446531
846.0803395738487,300.692771474785,844.557426236377,200.91374800248306
805.8747242474715,300.83089630266386,843.6436501412327,177.33864446374326
851.6246875711623,300.21082202468205,842.3041391769667,205.59232903651736
829.6932624397112,297.22069911125107,847.8168748573682,189.1258325494058
843.4279155193116,303.22745080962267,848.399889678058,197.01681550475215
842.9373868748607,299.1181735398041,845.7136854582614,198.33422084995965
848.3409892203557,302.00737213538156,846.1536787589546,201.31238627684067
845.0981651783227,301.0217536406795,846.3727831799542,199.23522919902106
848.7083566717241,300.5904612464429,848.4854565002198,200.13374010290258
846.790568156862,300.0352938639526,848.2902483242817,199.10019189954818
846.5035245537869,300.50685730789047,845.3086530504203,200.71692290201995
846.1176404726526,299.8539094567584,846.9290534527613,199.5131522119348
843.1041023954407,301.00313124823333,848.2363743932463,196.92063680131668
848.4176741516018,300.4213150783098,847.0652417698813,200.8114594290323
840.68356381278,298.56773925146894,844.8086318158961,197.52495919813035
838.8567690228152,301.1037470254883,845.7354920555732,195.8727661803452
846.5890209264537,299.85833839827643,846.0666649835692,200.31341356573068
845.6077883742981,299.9947619729824,845.2703243500738,200.2024784145346
848.2953090654973,299.83384630679024,844.205455464823,202.45391216040463
846.0152640793027,299.9997132639133,842.342115014196,202.20388943906403
667.3307250642509,299.7814059220765,843.2620112431068,94.44122829268647
843.9204586887957,298.28583662570406,845.8828630480413,198.8225573844527
846.9552209962452,300.9576627519822,845.5592255965836,200.83759723979696
843.6124067081121,301.322707257401,845.525978414047,198.85185697643902
845.0745605698763,297.3864063772305,844.2583030737053,200.48975449770262
848.362335919141,300.7870962220508,847.0168423694113,200.8072961298378
849.7330356115398,301.1063394407258,846.4505524723503,201.9694898835137
847.436335313165,303.22358931975845,845.2174204205668,201.33134893555896
845.0735930643035,298.84851049965727,847.024494693988,198.8294590221893
845.9662956198055,301.52607129252374,848.7656019558369,198.3204161983811
845.3631688018711,300.40855341304535,850.0930138241008,197.16209298666217
848.0848465265929,302.1903280186158,845.6030938115147,201.4890516290469
843.1798678327984,301.035462715021,846.9005740483984,197.76757627064
849.0830246923899,300.61176966116574,849.7577892129477,199.5951412876653
849.3857979760373,298.5017117733712,848.8043887354038,200.34884554438014
848.0851864109898,298.0140687344665,839.978821481346,204.86381895778624
846.5670884354838,301.2642544221239,851.7295214656127,196.90254018192266
846.4515205840112,300.7099566130858,846.9747196283998,199.6860805733668
846.7491511596475,298.67916945537735,845.5057314502321,200.7460518256492
846.6902186395901,298.9923569075237,848.8233938900868,198.72009484970198
841.9631434457499,298.26208728238,844.1015049430706,198.71698310160758
845.0207806945282,300.8573946783283,843.23126893144,201.0737070578529
845.9857917134232,299.9438632245294,848.856787676848,198.27740242194514
843.2050395434871,300.9827958903221,847.2389875933249,197.57963117009737
847.4624061764649,299.9719029882636,847.9224811633633,199.72395500786098
842.5919674814448,300.5638058913554,847.5330528317612,197.03534878981017
843.2705069349172,304.7562660284062,844.7199394634365,199.1303404828884
844.8127278175795,300.19011659784474,844.3424317318194,200.28217765145604
841.1294141515134,299.28977438975716,845.291967065693,197.50246825149222
847.1114530399652,299.85679681950063,845.051745905549,201.23582428064975
844.8553243940722,299.7959787289871,850.9386949616596,196.34997765944757
848.3194648646048,298.2143029617591,847.11651648263,200.72176902918488
848.9252105582837,301.90696676899313,848.2805626004141,200.38678877472174
849.35448922471,297.4758313261666,844.9506868192643,202.64228144326745
847.1812336587819,299.3940851290919,844.9483888488842,201.33970688593865
845.9479922818188,299.5717188888223,849.3045145680649,197.98608662825234
843.4970711934658,299.86873164375334,846.5415709391033,198.17330015261751
845.530676859229,300.42610947694146,847.2710934123706,198.95575006811498
846.4571477727546,302.70881297245995,849.1813975133036,198.3654501556706
843.2575467280842,299.8405500627755,850.5561714122108,195.62082518952406
849.1685899725178,301.8529137745948,850.6352461850581,199.1200062724758
849.9124758997422,297.6625715937992,843.3868366659024,203.91538354030388
850.3876225504134,299.15287004573014,845.2751555213484,203.067480217439
843.3973388944728,299.244209303247,848.0051456407847,197.23531595221286
846.3479924452764,299.3457522270017,846.335549027917,200.00746605041567
845.5876785213413,299.9120284170103,844.9005942861869,200.41225054109265
841.802551094277,297.68937957551907,845.5258014124842,197.7660498090757
846.804126641092,301.07783977244657,848.8282543922679,198.78552334929446
846.5661063636296,300.37407092742006,846.8651542460083,199.8205712705728
847.123775224045,300.23619551824305,848.2579395552364,199.31950140128515
844.6146043572642,297.9884426370145,846.956286778933,198.59499054699873
846.5466292419517,301.3648544149934,845.9087738311212,200.38271324649833
847.393662006509,300.6493959360317,848.1049533156636,199.57322521450723
845.0757275460813,300.3612731144285,843.1344131623138,201.16478863026055
845.0862108911072,303.0785957935367,844.8092380625185,200.1661836971532
844.884134213136,301.0058252060698,847.0681000654262,198.6896204886259
844.3534192424257,298.9255438283555,846.3894006561477,198.77841115176682
845.7863001943822,299.83001478317254,848.0704304104945,198.6295218703326
849.2245268377226,300.47658564150623,844.9437246986189,202.5684812834622
846.9076923236155,301.25511071214896,848.2073193202272,199.220223802033
844.1909854546807,300.2933114989932,843.6128993937024,200.346851636587
848.2617086286823,297.8502939009552,845.8701896894693,201.43491136352782
844.594643181886,302.7454341140893,842.5743305163263,201.2121875993358
847.6034983920204,299.35956096088904,846.2307289056581,200.82366169181734
847.9047126598642,301.2719123111422,846.4843939177532,200.85219124526662
848.1037789619049,300.42695730713405,846.3494822441563,201.05257803064916
850.229390876794,300.10434069441266,845.8823182803617,202.6082435578594
848.873344515334,296.68186350852807,849.4216972511446,199.67098835851365
847.5045559496242,302.24547510767087,849.2427679973505,198.95707277136424
846.3043843014475,298.41556297448597,847.1624735928365,199.48514642516662
842.7998551408027,298.31914046462003,847.0186404284209,197.4687288274291
840.5430767865723,299.51474696281196,844.2952003618652,197.74872585482427
849.4822850696074,299.9873295491595,844.1370534482722,203.20713897280112
848.1800576122585,299.2965828478658,844.7911342290843,202.0333540299045
842.9673977907205,300.05857963742255,847.9987788689505,196.98117135306202
845.9478697063319,301.9871946776807,846.1362599524476,199.88696585233055
843.8043396521266,301.38147245439853,843.6054310651501,200.11934515218587
845.9238360825453,300.3296724454396,846.9941924348944,199.35778618859052
841.5848215240377,299.09577007655884,846.492787614529,197.0552203457052
298.99635694419453,298.4909401486522,845.1102618750394,-127.66834295850691
846.2624607906232,300.1187195051515,845.2941568692398,200.58098235283003
844.5249772884703,300.2121464813725,843.829876358922,200.41706055772897
847.2075558700519,299.9880362044957,845.0536415212246,201.29234860929643
844.3349381075891,300.1579726939438,845.622445167432,199.22749576409424
845.5592487755746,299.977708477184,844.9086413038848,200.39036448301388
845.505426079223,299.59755313403355,849.3961015287337,197.66559473029358
846.9723306811552,301.3132430569874,849.6113194930731,198.41660671284927
850.6758854617765,300.03875330331203,849.0955764880539,200.94818538423357
848.1360374653823,303.5324675861601,845.2835131772093,201.71151457290378
847.1867021017243,300.5932686717244,844.2800221062707,201.74400799727215
848.3048216751237,300.4081216384364,846.1153042883444,201.31371043206755
845.4777511879615,301.09240499476806,850.3949566957357,197.0496766953355
843.048415537398,299.2799172306772,848.5986978314841,196.66983062354836
846.3929552754282,299.73837138018337,847.3936747182476,199.3995683343084
846.2724892641235,300.7101750206391,846.0956478386842,200.1061048552636
846.8417273825693,301.661084757322,846.1466718388601,200.4170333262255
847.171249571025,301.05977759297616,847.0974321487807,200.04429045334655
848.718966772484,300.7661462282605,846.1544274921027,201.53872356822876
841.5590683402738,301.2172427251322,841.993401852054,199.73939989293189
849.6590514076256,299.60803146682434,847.0163063098055,201.58564705869208
845.2768278369109,298.7909685965578,842.7473723786641,201.5176732749481
840.2691773345374,300.16014163817044,844.7018794082643,197.34037875576388
844.0646398162372,300.9330180054054,841.8742636308232,201.3142257112484
842.4503852242668,299.0007079664621,845.4132179058288,198.22230039106282
848.00923914494,300.73634749092963,842.274092746959,203.4410878387886
847.3055873838892,298.5850591719647,842.136749267563,203.10130286979575
844.6982468348031,299.13099392412175,844.4936404693904,200.1227638192476
847.4159649751913,299.70067498108864,845.3158351074658,201.2600779206353
847.9827822478782,299.8121625533949,846.842559511214,200.68413364199853
848.4905208527438,300.4168302796216,846.3207934866028,201.30183641968455
848.4939022046929,300.96969221629763,845.6608728457558,201.69981761536226
846.1600802951809,300.0143358973093,846.8012761069865,199.61528251291665
847.5291718430957,298.2611834496295,849.0388660649663,199.0941834668776
848.6169414853345,297.8700824360677,851.0034679573988,198.56808411676138
846.0669560209894,300.2731318114104,847.4654959352694,199.16087605143204
850.7482980328057,297.2326414120083,849.620148109381,200.6768899540548
848.1594994522894,300.4817365100399,850.3172453930405,198.70535243554937
847.0625403669402,297.7623342521759,847.5203842760438,199.7252936545378
846.5980371051447,303.06323578270155,848.7893773115262,198.68519587617112
845.8140410244806,298.1213789463412,848.7233659905199,198.2544050203764
848.3504769807466,299.1537788760301,846.813830972758,200.9219876047932
847.0549144721824,299.12535096323194,850.7921770235288,197.75764246919218
852.7499248640486,300.2819485099047,846.3506004450771,203.83959465138287
847.7897589615401,297.9632005563088,846.094331303725,201.01725659468906
842.9183785787565,299.4857972594601,846.5745990884268,197.8062676941978
842.8512549045292,301.71539235714096,845.4682774083792,198.42978649769003
839.0700942005262,299.19601150572964,845.3933756649296,196.20603112135797
841.3044043982345,299.28315234786385,848.4114315544305,195.73578370628243
843.5699190813049,297.6600292518098,846.4213169896151,198.28916125501388
844.396263861207,300.6753916115119,843.8527610084006,200.3261017116838
846.6636974807815,300.19992608049574,842.1962717303122,202.68045545028156
849.5283575785221,298.51001736320103,845.5861822429409,202.3653052013487
845.3335076461949,299.0363400615852,842.3909206776444,201.7655521811303
845.4471702523986,301.1353131619105,850.0169127105255,197.25815452512384
848.7794048217728,299.3156509796901,846.9293062221642,201.11005915976517
843.3479622549735,300.3449085730019,843.833370477286,199.70875506661247
845.1781173804458,299.0506060624175,845.4002353583805,199.86672921323913
846.0130845097049,301.3665368167211,847.922257046757,198.85449647776875
847.5904972693771,299.9843533776407,845.5024408451521,201.252833854535
849.6888104095132,300.86001330833886,848.9970024107533,200.4150847992559
847.418887041235,298.9926951753491,850.6301072638049,198.07326786645808
847.5836998248567,300.27590366718334,849.0569623536294,199.1160424827364
851.034741942355,300.21809648842753,848.2909791405573,201.64625768107865
845.3212964349375,301.6075497342329,842.1384023765139,201.90973643505416
849.1421401675763,298.7565423420556,847.049551739922,201.25555305659256
845.5456734510661,302.46263655795894,850.3310591881017,197.12876855777867
849.2655789830392,301.7884732283284,848.5821601151846,200.41005132071274
843.5918682031086,299.82560531589957,844.4974868567062,199.45662880784138
848.8721680244453,299.35722111917937,845.7742561546606,201.85874712187078
846.7210883382864,300.1700762675851,850.2203370338553,197.90045078265865
842.418018777305,297.835503164076,842.6867178642922,199.83878054780766
844.27571015727,300.2257694886538,843.7035160481257,200.3433164654866
847.8802839974575,298.8039892241313,841.7384737580173,203.68508614366408
847.3692907225205,299.66698849642177,848.050744192698,199.59112791789354
846.3194051059183,299.352361995718,842.9627333862509,202.01400303180048
846.1823047308179,297.3097129318882,840.8779360385663,203.18262121535096
848.206941096797,300.4401989256669,846.1260242685693,201.24855009693664
846.5131014039705,299.35466507639154,844.4061899252326,201.2641468872427
841.2439562546142,300.62768407904645,843.2200574268795,198.8143392966408
845.7545354278997,301.50839138290377,844.0963913496443,200.99488644695325
844.6000506051262,299.0231879987768,846.3320702786793,198.9607881958681
847.3610616263823,301.48504943578854,848.8541455196183,199.10414966405835
846.9283418864944,299.3743554001948,846.6446118769645,200.17023800571795
846.1060009153287,300.0013429159985,846.8241128433684,199.56913284317613
846.5459922501907,298.67819370621106,847.6427907216816,199.34192091710543
849.2615024021242,299.6920036494785,847.9111070776459,200.81023719468698
845.5180235242425,298.68785857792074,842.6323254620241,201.731418837331
847.7541319951192,300.57230330725406,851.797203889806,197.5741568631879
849.6944393823552,298.5725264273686,843.8175194343878,203.52615196878043
848.2400577266433,298.9055266058062,849.4881576985268,199.25114001686987
844.8678131987946,299.6493940493665,847.9700063947446,198.13868408243
844.2753573358794,299.1577390638062,845.0190098621517,199.55380848423664
850.6691279444459,299.46562091385255,845.9766120254516,202.8155095513966
846.147182160953,300.2536626708297,841.9981132380683,202.4894413537308
