sensor0,sensor1,sensor2,target
1687.5836665700629,605.4430805341879,1688.7134073078741,199.999999819762
1687.2482805735272,599.6478108124658,1689.0619026750005,199.99999925432357
1689.030130844539,593.483541747481,1684.5606934910047,200.0000111601126
1687.1370586969272,600.5001793286004,1690.5483401898439,199.99999503793228
1685.2476116494927,600.791105525136,1690.7694395026406,199.99997895453131
1684.976243865519,601.1082201270256,1687.5004014548174,199.99999798970677
1691.6396734302718,599.2742286916317,1689.0604520084255,200.00000214474613
1688.4823309531755,600.0001503541811,1692.0052799327907,199.9999945345104
1692.7822653018134,600.0434952009283,1689.2109652561878,200.00000569362726
1689.0747161131474,601.4708252586197,1686.9379107625764,200.00000121956487
1693.0580240234033,601.1333091475065,1688.3700158397896,200.00001287879104
1694.589401685523,602.3109250323264,1699.7372266173304,199.99998294776458
1691.7204637878901,599.729320146959,1695.290637023354,199.9999943117604
1697.7924971717034,604.3851051201683,1692.376347949227,200.00001986012037
1689.0798373104974,599.2672359015978,1694.5988745664818,199.99997898642278
1694.9505924385203,603.1172455130427,1694.6308641062524,200.00000000408556
1694.0166794935205,600.902259425395,1688.4145573200035,200.00002197696622
1695.7283870188962,598.6820497754877,1702.307529886403,199.99996440262572
1689.7323844312546,600.9739468730738,1694.7140569852672,199.99998454619077
1693.305632928074,601.2865068174195,1689.4967897457532,200.00000690699736
1692.9783771732114,600.0131742493676,1696.5894453457538,199.99999411404312
1694.662417128043,597.0176833453179,1690.225557169726,200.00001091785134
1692.544980494694,600.5652406556223,1697.2261038636286,199.9999871778671
1694.7091497812526,603.6754432809223,1698.5129866106495,199.9999931202026
1696.171894235231,597.8472260840862,1683.9322362769556,200.00022920171207
1690.9224848257945,597.5449716555007,1701.231373292837,199.9998630552032
1692.572238488198,604.766900000515,1684.9353927646425,200.0000556739538
1685.742376690768,600.0664227684088,1689.099632044601,199.99999526997826
1689.1365161835859,599.4999624030464,1691.120077763458,199.99999902445552
1690.8030271108448,600.4114987672201,1692.5512071005337,199.9999993321661
1689.2386591916663,599.8901514334736,1693.4252143244514,199.9999908276534
1683.973446227358,598.8922951893663,1686.9340560947371,199.9999967562038
1687.6768981065925,599.0706042982964,1691.9842399028087,199.99999001063185
1689.8051602652545,599.8419791516491,1693.4689019463435,199.999993852698
1691.4841860830256,597.8099811802373,1695.1562668517984,199.99999381062653
1693.9547051033317,601.1535672229367,1686.6991500344143,200.00004774434515
1692.1151369002166,600.9523708752305,1690.4352035124098,200.0000005926335
1693.0511733947008,596.3770055093245,1691.1044841911178,200.0000009221464
